text,sentiment
"RT @JohnKasich: John Kasich is ready to lead. Join the team, Claire!: http://t.co/dy8KnZ122T 

#GOPDebate https://t.co/KnWmIDeqtY",Positive
RT @edwrather: The biggest losers in the debate were the Fox moderators who attacked instead of moderating #GOPDebate,Negative
"RT @WhitneyNeal: Trump has yet to give a single, evidence-based answer to a direct question about policy. That should frighten you. #GOPDeb…",Negative
On my way to the studio -- about to appear on @CNN to discuss last night's #GOPDebate. Tune in!,Neutral
RT @Blkfeminst: I honestly think sometimes these guys forgot they came from wombs too. #KKKorGOP #GOPDebate  https://t.co/FO3a6DXflf,Negative
"RT @GrnEyedMandy: Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParen…",Negative
"RT @AmandaJoGomez: Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*",Neutral
"RT @IcarusPundit: Donald Trump’s closing statement is every dinner conversation had at The Villages, ever. #GOPDebate",Negative
"RT @TheXclass: ""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate",Negative
"At the #GOPDebate, we saw the candidates completely miss the mark on race &amp; #BlackLivesMatter
http://t.co/K9nhdpUE32 http://t.co/hlcqpXJzru",Negative
RT @SeaBassThePhish: S/O to the GOP for being proud of defeating teachers union even though they just wanted higher wages #GOPDebate,Negative
RT @Writeintrump: Obama better not leave his prayer rug behind in the Oval Office when I get elected because I'll throw it out.   #GOPDebate,Neutral
@ChuckNellis @FoxNews You got that right! #GOPDebate,Negative
"RT @mrskimcam: Trump just said the U.S. is stupid, so let's vote him President. WTF people. #GOPDebate",Negative
So excited for @johnkasich #GOPDebate #Kasich4Us #Republicandebate #kasich2016 been waiting for 20 years!!,Positive
"RT @ChadPergram: Rep Engel is 2nd major Jewish Democrat to announce opposition to Iran deal during #GOPDebate, following Schumer opposition.",Neutral
Hey look it's my feelings about Donald Trump summed up in one gif #GOPDebate http://t.co/zjWUGwj9Hz,Negative
"RT @tommychong: Are any of these dudes for the legalization of marijuana, or what? #GOPDebate",Neutral
"RT @CBeresniova: What I learned from the #GOPDebate:
Some guy's dad was a mailman. Jesus Christ is everyone's running mate. The GOP has run…",Neutral
RT @TheBaxterBean: Marco Rubio Briefly Backed Immigration Reform Then Privately Berated DREAMers http://t.co/We77QdT3Kt #GOPDebate http://t…,Negative
RT @DamienFahey: “I french-kissed Jesus Christ!” - Every candidate #GOPDebate,Negative
#GOPDebate #Closingstatements @GovMikeHuckabee just be honest. u were defs talking about @realDonaldTrump coz he's stealing ur schtick,Negative
"When cnn, msnbc ,and the new York times praise fox moderators then you know the moderators fucked up. #GOPDebate",Negative
RT @kesgardner: Trump is a lunatic. #GOPDebate,Negative
"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
"RT @kesgardner: AssClown: I'm the only reason anyone is even talking about illegal immigration. Keep digging, Donald! #GOPDebate",Negative
RT @BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie,Positive
RT @SouthernHomo: Olivia Pope would not vote for any of these guys #GOPDebate,Negative
All #GOP candidates want to reduce taxes while #Huckabee wants to legalize prostitution and drugs so we can tax it. #GOPDebate,Negative
"RT @kesgardner: Hi Fox panel, can you just ask Donald every single question? Hand him a shovel while you're at it so he can keep digging. #…",Negative
RT @JosephKapsch: And then hillaryclinton @barackobama joebiden were all... #GOPDebate https://t.co/yi4qnS3Hzh,Neutral
#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x,Positive
RT @BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie,Negative
RT @TacticalDissent: So Sally Kohn &amp; Debbie Wasserman Schultz both  praising Megyn Kelly tonight. That should tell you everything you need …,Negative
Why are all the Trump accessory women wearing the same shoes?!  #GOPDebate http://t.co/Xz4zc1Lt8N,Negative
"funniest line coming fr #republican 'People are frustrated, they’re fed up, they don’t think the government’s working for them' #gopdebate",Neutral
And Donald Trump is an absolute nut! So entertaining LOL #GOPDebate,Negative
"""@thehill: Top GOP pundits pick their #GOPdebate winners: http://t.co/QPvJu6p7sz http://t.co/JCDu5qzjnj""
Winners...Fox News
Losers...USA",Negative
RT @DykstraDame: Candidates went after @HillaryClinton 32 times in the #GOPdebate-but remained silent about the issues that affect us. http…,Negative
RT @DanScavino: .@MegynKelly trying 2show up @realDonaldTrump w @FoxNews. Trying 2take him down. Trying 2destroy him. Not happening. #Kelly…,Negative
RT @gov: Most-Tweeted #GOPDebate moment for @RealBenCarson: saying he wouldn't publicize to the world his answer on waterboarding.,Negative
I give him a e for his big ego. #GOPDebate A's are earned for excellence. Rhymes with rump.,Negative
Passion of the #GOPDebate #ReligiousUpaMovie,Positive
"RT @NRO: ""@marcorubio got the best reviews, and deserved them."" Read more of our #NREditorial recap of the #GOPDebate ---&gt; http://t.co/sTzw…",Positive
RT @OhNoSheTwitnt: Can't wait to see which Lannister they kill off in the next episode of #GOPDebate,Neutral
RT @kesgardner: Brutal question to the AssClown from Megan Kelly. The lesson here: be careful what you tweet on Twitter! #GOPDebate,Positive
RT @TUSK81: Democrats watching this #GOPDebate http://t.co/sZiCSLm7kM,Neutral
Trump changed his mind on supporting PARTIAL BIRTH ABORTION because a friend changed their mind on aborting &amp; had a great kid. #GOPDebate,Negative
Best closing statement: @RealBenCarson #GOPDebate,Positive
"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/…",Positive
"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vagin…",Negative
The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O,Neutral
Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate,Negative
RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate,Negative
RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn,Positive
I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD,Neutral
"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate",Negative
"RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP",Neutral
@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS,Positive
RT @k_mcq: I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.c…,Negative
RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d,Positive
the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH,Negative
"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOP…",Negative
RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,Positive
"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#…",Negative
RT @Auntcol54: Keep religion out of politics! #GOPDebate,Negative
"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate",Neutral
"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.",Negative
RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate,Positive
RT @RedheadAndRight: Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,Neutral
“@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed,Negative
Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame,Negative
"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar",Negative
RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,Negative
"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""",Neutral
"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate",Negative
"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate",Neutral
RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny …,Negative
Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts,Negative
RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedy’s 1965 Immigration and Nationality Act. #G…,Negative
RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9,Neutral
RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate,Negative
@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain,Positive
RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....,Positive
"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate",Positive
".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N",Neutral
"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.",Positive
RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdM…,Negative
RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…,Negative
#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy,Positive
"RT @TheJimHughes: There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GO…",Negative
"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate",Positive
RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be …,Negative
"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://…",Negative
RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …,Negative
"RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHy…",Negative
RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,Neutral
RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate,Neutral
"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB",Neutral
"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF",Negative
RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) htt…,Neutral
"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate",Negative
"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate",Negative
RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning,Negative
RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate h…,Negative
@megynkelly you disgraced yourself last night... #GOPDebate,Negative
RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.,Negative
"#Fallon to Jon #Stewart: ""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",Positive
"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't b…",Neutral
RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate,Negative
Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,Negative
RT @toddstarnes: That abortion question — disgusting. #GOPDebate,Negative
"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing",Negative
"RT @TexasCruzn: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http://t…",Neutral
"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancient…",Neutral
"#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi",Negative
"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate",Negative
"RT @LindaSuhler: First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0…",Neutral
"RT @evanmcmurry: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF…",Neutral
